customer_id,cluster,segmento,fecha_segmentacion
XFC-06701,0,Crónico Alto Valor,2026-04-15
XFC-06702,1,Estándar Presencial,2026-04-15
XFC-06703,1,Estándar Presencial,2026-04-15
XFC-06704,3,Frecuente Digital,2026-04-15
XFC-06705,0,Crónico Alto Valor,2026-04-15
XFC-06706,2,Esporádico / Inactivo,2026-04-15
XFC-06707,1,Estándar Presencial,2026-04-15
XFC-06708,3,Frecuente Digital,2026-04-15
XFC-06709,1,Estándar Presencial,2026-04-15
XFC-06710,4,Crónico en Riesgo,2026-04-15
XFC-06711,4,Crónico en Riesgo,2026-04-15
XFC-06712,1,Estándar Presencial,2026-04-15
XFC-06713,4,Crónico en Riesgo,2026-04-15
XFC-06714,2,Esporádico / Inactivo,2026-04-15
XFC-06715,3,Frecuente Digital,2026-04-15
XFC-06716,2,Esporádico / Inactivo,2026-04-15
XFC-06717,4,Crónico en Riesgo,2026-04-15
XFC-06718,0,Crónico Alto Valor,2026-04-15
XFC-06719,1,Estándar Presencial,2026-04-15
XFC-06720,0,Crónico Alto Valor,2026-04-15
XFC-06721,4,Crónico en Riesgo,2026-04-15
XFC-06722,4,Crónico en Riesgo,2026-04-15
XFC-06723,0,Crónico Alto Valor,2026-04-15
XFC-06724,2,Esporádico / Inactivo,2026-04-15
XFC-06725,0,Crónico Alto Valor,2026-04-15
XFC-06726,1,Estándar Presencial,2026-04-15
XFC-06727,0,Crónico Alto Valor,2026-04-15
XFC-06728,2,Esporádico / Inactivo,2026-04-15
XFC-06729,1,Estándar Presencial,2026-04-15
XFC-06730,3,Frecuente Digital,2026-04-15
XFC-06731,1,Estándar Presencial,2026-04-15
XFC-06732,2,Esporádico / Inactivo,2026-04-15
XFC-06733,2,Esporádico / Inactivo,2026-04-15
XFC-06734,1,Estándar Presencial,2026-04-15
XFC-06735,1,Estándar Presencial,2026-04-15
XFC-06736,4,Crónico en Riesgo,2026-04-15
XFC-06737,2,Esporádico / Inactivo,2026-04-15
XFC-06738,4,Crónico en Riesgo,2026-04-15
XFC-06739,1,Estándar Presencial,2026-04-15
XFC-06740,1,Estándar Presencial,2026-04-15
XFC-06741,0,Crónico Alto Valor,2026-04-15
XFC-06742,4,Crónico en Riesgo,2026-04-15
XFC-06743,1,Estándar Presencial,2026-04-15
XFC-06744,1,Estándar Presencial,2026-04-15
XFC-06745,4,Crónico en Riesgo,2026-04-15
XFC-06746,2,Esporádico / Inactivo,2026-04-15
XFC-06747,1,Estándar Presencial,2026-04-15
XFC-06748,1,Estándar Presencial,2026-04-15
XFC-06749,1,Estándar Presencial,2026-04-15
XFC-06750,1,Estándar Presencial,2026-04-15
XFC-06751,2,Esporádico / Inactivo,2026-04-15
XFC-06752,3,Frecuente Digital,2026-04-15
XFC-06753,2,Esporádico / Inactivo,2026-04-15
XFC-06754,1,Estándar Presencial,2026-04-15
XFC-06755,4,Crónico en Riesgo,2026-04-15
XFC-06756,4,Crónico en Riesgo,2026-04-15
XFC-06757,1,Estándar Presencial,2026-04-15
XFC-06758,4,Crónico en Riesgo,2026-04-15
XFC-06759,1,Estándar Presencial,2026-04-15
XFC-06760,1,Estándar Presencial,2026-04-15
XFC-06761,1,Estándar Presencial,2026-04-15
XFC-06762,4,Crónico en Riesgo,2026-04-15
XFC-06763,2,Esporádico / Inactivo,2026-04-15
XFC-06764,4,Crónico en Riesgo,2026-04-15
XFC-06765,1,Estándar Presencial,2026-04-15
XFC-06766,2,Esporádico / Inactivo,2026-04-15
XFC-06767,1,Estándar Presencial,2026-04-15
XFC-06768,4,Crónico en Riesgo,2026-04-15
XFC-06769,1,Estándar Presencial,2026-04-15
XFC-06770,1,Estándar Presencial,2026-04-15
XFC-06771,0,Crónico Alto Valor,2026-04-15
XFC-06772,1,Estándar Presencial,2026-04-15
XFC-06773,3,Frecuente Digital,2026-04-15
XFC-06774,1,Estándar Presencial,2026-04-15
XFC-06775,4,Crónico en Riesgo,2026-04-15
XFC-06776,2,Esporádico / Inactivo,2026-04-15
XFC-06777,1,Estándar Presencial,2026-04-15
XFC-06778,1,Estándar Presencial,2026-04-15
XFC-06779,3,Frecuente Digital,2026-04-15
XFC-06780,1,Estándar Presencial,2026-04-15
XFC-06781,2,Esporádico / Inactivo,2026-04-15
XFC-06782,3,Frecuente Digital,2026-04-15
XFC-06783,4,Crónico en Riesgo,2026-04-15
XFC-06784,1,Estándar Presencial,2026-04-15
XFC-06785,2,Esporádico / Inactivo,2026-04-15
XFC-06786,2,Esporádico / Inactivo,2026-04-15
XFC-06787,1,Estándar Presencial,2026-04-15
XFC-06788,4,Crónico en Riesgo,2026-04-15
XFC-06789,1,Estándar Presencial,2026-04-15
XFC-06790,3,Frecuente Digital,2026-04-15
XFC-06791,2,Esporádico / Inactivo,2026-04-15
XFC-06792,1,Estándar Presencial,2026-04-15
XFC-06793,2,Esporádico / Inactivo,2026-04-15
XFC-06794,4,Crónico en Riesgo,2026-04-15
XFC-06795,3,Frecuente Digital,2026-04-15
XFC-06796,2,Esporádico / Inactivo,2026-04-15
XFC-06797,1,Estándar Presencial,2026-04-15
XFC-06798,3,Frecuente Digital,2026-04-15
XFC-06799,2,Esporádico / Inactivo,2026-04-15
XFC-06800,0,Crónico Alto Valor,2026-04-15
XFC-06801,0,Crónico Alto Valor,2026-04-15
XFC-06802,0,Crónico Alto Valor,2026-04-15
XFC-06803,1,Estándar Presencial,2026-04-15
XFC-06804,1,Estándar Presencial,2026-04-15
XFC-06805,1,Estándar Presencial,2026-04-15
XFC-06806,1,Estándar Presencial,2026-04-15
XFC-06807,3,Frecuente Digital,2026-04-15
XFC-06808,1,Estándar Presencial,2026-04-15
XFC-06809,4,Crónico en Riesgo,2026-04-15
XFC-06810,2,Esporádico / Inactivo,2026-04-15
XFC-06811,1,Estándar Presencial,2026-04-15
XFC-06812,1,Estándar Presencial,2026-04-15
XFC-06813,4,Crónico en Riesgo,2026-04-15
XFC-06814,4,Crónico en Riesgo,2026-04-15
XFC-06815,3,Frecuente Digital,2026-04-15
XFC-06816,2,Esporádico / Inactivo,2026-04-15
XFC-06817,2,Esporádico / Inactivo,2026-04-15
XFC-06818,2,Esporádico / Inactivo,2026-04-15
XFC-06819,1,Estándar Presencial,2026-04-15
XFC-06820,0,Crónico Alto Valor,2026-04-15
XFC-06821,1,Estándar Presencial,2026-04-15
XFC-06822,2,Esporádico / Inactivo,2026-04-15
XFC-06823,1,Estándar Presencial,2026-04-15
XFC-06824,2,Esporádico / Inactivo,2026-04-15
XFC-06825,2,Esporádico / Inactivo,2026-04-15
XFC-06826,1,Estándar Presencial,2026-04-15
XFC-06827,4,Crónico en Riesgo,2026-04-15
XFC-06828,1,Estándar Presencial,2026-04-15
XFC-06829,3,Frecuente Digital,2026-04-15
XFC-06830,0,Crónico Alto Valor,2026-04-15
XFC-06831,4,Crónico en Riesgo,2026-04-15
XFC-06832,1,Estándar Presencial,2026-04-15
XFC-06833,1,Estándar Presencial,2026-04-15
XFC-06834,2,Esporádico / Inactivo,2026-04-15
XFC-06835,1,Estándar Presencial,2026-04-15
XFC-06836,3,Frecuente Digital,2026-04-15
XFC-06837,0,Crónico Alto Valor,2026-04-15
XFC-06838,2,Esporádico / Inactivo,2026-04-15
XFC-06839,3,Frecuente Digital,2026-04-15
XFC-06840,1,Estándar Presencial,2026-04-15
XFC-06841,1,Estándar Presencial,2026-04-15
XFC-06842,0,Crónico Alto Valor,2026-04-15
XFC-06843,3,Frecuente Digital,2026-04-15
XFC-06844,1,Estándar Presencial,2026-04-15
XFC-06845,2,Esporádico / Inactivo,2026-04-15
XFC-06846,4,Crónico en Riesgo,2026-04-15
XFC-06847,2,Esporádico / Inactivo,2026-04-15
XFC-06848,1,Estándar Presencial,2026-04-15
XFC-06849,3,Frecuente Digital,2026-04-15
XFC-06850,3,Frecuente Digital,2026-04-15
XFC-06851,4,Crónico en Riesgo,2026-04-15
XFC-06852,1,Estándar Presencial,2026-04-15
XFC-06853,2,Esporádico / Inactivo,2026-04-15
XFC-06854,3,Frecuente Digital,2026-04-15
XFC-06855,1,Estándar Presencial,2026-04-15
XFC-06856,2,Esporádico / Inactivo,2026-04-15
XFC-06857,0,Crónico Alto Valor,2026-04-15
XFC-06858,1,Estándar Presencial,2026-04-15
XFC-06859,1,Estándar Presencial,2026-04-15
XFC-06860,4,Crónico en Riesgo,2026-04-15
XFC-06861,1,Estándar Presencial,2026-04-15
XFC-06862,4,Crónico en Riesgo,2026-04-15
XFC-06863,1,Estándar Presencial,2026-04-15
XFC-06864,1,Estándar Presencial,2026-04-15
XFC-06865,4,Crónico en Riesgo,2026-04-15
XFC-06866,2,Esporádico / Inactivo,2026-04-15
XFC-06867,0,Crónico Alto Valor,2026-04-15
XFC-06868,2,Esporádico / Inactivo,2026-04-15
XFC-06869,2,Esporádico / Inactivo,2026-04-15
XFC-06870,1,Estándar Presencial,2026-04-15
XFC-06871,1,Estándar Presencial,2026-04-15
XFC-06872,1,Estándar Presencial,2026-04-15
XFC-06873,4,Crónico en Riesgo,2026-04-15
XFC-06874,3,Frecuente Digital,2026-04-15
XFC-06875,2,Esporádico / Inactivo,2026-04-15
XFC-06876,0,Crónico Alto Valor,2026-04-15
XFC-06877,2,Esporádico / Inactivo,2026-04-15
XFC-06878,3,Frecuente Digital,2026-04-15
XFC-06879,0,Crónico Alto Valor,2026-04-15
XFC-06880,1,Estándar Presencial,2026-04-15
XFC-06881,2,Esporádico / Inactivo,2026-04-15
XFC-06882,0,Crónico Alto Valor,2026-04-15
XFC-06883,4,Crónico en Riesgo,2026-04-15
XFC-06884,3,Frecuente Digital,2026-04-15
XFC-06885,3,Frecuente Digital,2026-04-15
XFC-06886,2,Esporádico / Inactivo,2026-04-15
XFC-06887,3,Frecuente Digital,2026-04-15
XFC-06888,2,Esporádico / Inactivo,2026-04-15
XFC-06889,1,Estándar Presencial,2026-04-15
XFC-06890,1,Estándar Presencial,2026-04-15
XFC-06891,2,Esporádico / Inactivo,2026-04-15
XFC-06892,3,Frecuente Digital,2026-04-15
XFC-06893,4,Crónico en Riesgo,2026-04-15
XFC-06894,1,Estándar Presencial,2026-04-15
XFC-06895,3,Frecuente Digital,2026-04-15
XFC-06896,0,Crónico Alto Valor,2026-04-15
XFC-06897,4,Crónico en Riesgo,2026-04-15
XFC-06898,2,Esporádico / Inactivo,2026-04-15
XFC-06899,3,Frecuente Digital,2026-04-15
XFC-06900,0,Crónico Alto Valor,2026-04-15
XFC-06901,1,Estándar Presencial,2026-04-15
XFC-06902,3,Frecuente Digital,2026-04-15
XFC-06903,4,Crónico en Riesgo,2026-04-15
XFC-06904,1,Estándar Presencial,2026-04-15
XFC-06905,1,Estándar Presencial,2026-04-15
XFC-06906,4,Crónico en Riesgo,2026-04-15
XFC-06907,1,Estándar Presencial,2026-04-15
XFC-06908,4,Crónico en Riesgo,2026-04-15
XFC-06909,3,Frecuente Digital,2026-04-15
XFC-06910,3,Frecuente Digital,2026-04-15
XFC-06911,1,Estándar Presencial,2026-04-15
XFC-06912,1,Estándar Presencial,2026-04-15
XFC-06913,4,Crónico en Riesgo,2026-04-15
XFC-06914,3,Frecuente Digital,2026-04-15
XFC-06915,3,Frecuente Digital,2026-04-15
XFC-06916,4,Crónico en Riesgo,2026-04-15
XFC-06917,4,Crónico en Riesgo,2026-04-15
XFC-06918,2,Esporádico / Inactivo,2026-04-15
XFC-06919,1,Estándar Presencial,2026-04-15
XFC-06920,1,Estándar Presencial,2026-04-15
XFC-06921,1,Estándar Presencial,2026-04-15
XFC-06922,1,Estándar Presencial,2026-04-15
XFC-06923,1,Estándar Presencial,2026-04-15
XFC-06924,0,Crónico Alto Valor,2026-04-15
XFC-06925,0,Crónico Alto Valor,2026-04-15
XFC-06926,1,Estándar Presencial,2026-04-15
XFC-06927,0,Crónico Alto Valor,2026-04-15
XFC-06928,0,Crónico Alto Valor,2026-04-15
XFC-06929,4,Crónico en Riesgo,2026-04-15
XFC-06930,1,Estándar Presencial,2026-04-15
XFC-06931,2,Esporádico / Inactivo,2026-04-15
XFC-06932,3,Frecuente Digital,2026-04-15
XFC-06933,0,Crónico Alto Valor,2026-04-15
XFC-06934,1,Estándar Presencial,2026-04-15
XFC-06935,1,Estándar Presencial,2026-04-15
XFC-06936,3,Frecuente Digital,2026-04-15
XFC-06937,1,Estándar Presencial,2026-04-15
XFC-06938,4,Crónico en Riesgo,2026-04-15
XFC-06939,1,Estándar Presencial,2026-04-15
XFC-06940,3,Frecuente Digital,2026-04-15
XFC-06941,3,Frecuente Digital,2026-04-15
XFC-06942,1,Estándar Presencial,2026-04-15
XFC-06943,4,Crónico en Riesgo,2026-04-15
XFC-06944,3,Frecuente Digital,2026-04-15
XFC-06945,1,Estándar Presencial,2026-04-15
XFC-06946,2,Esporádico / Inactivo,2026-04-15
XFC-06947,1,Estándar Presencial,2026-04-15
XFC-06948,1,Estándar Presencial,2026-04-15
XFC-06949,1,Estándar Presencial,2026-04-15
XFC-06950,2,Esporádico / Inactivo,2026-04-15
XFC-06951,1,Estándar Presencial,2026-04-15
XFC-06952,1,Estándar Presencial,2026-04-15
XFC-06953,4,Crónico en Riesgo,2026-04-15
XFC-06954,0,Crónico Alto Valor,2026-04-15
XFC-06955,1,Estándar Presencial,2026-04-15
XFC-06956,2,Esporádico / Inactivo,2026-04-15
XFC-06957,2,Esporádico / Inactivo,2026-04-15
XFC-06958,1,Estándar Presencial,2026-04-15
XFC-06959,1,Estándar Presencial,2026-04-15
XFC-06960,3,Frecuente Digital,2026-04-15
XFC-06961,0,Crónico Alto Valor,2026-04-15
XFC-06962,2,Esporádico / Inactivo,2026-04-15
XFC-06963,2,Esporádico / Inactivo,2026-04-15
XFC-06964,4,Crónico en Riesgo,2026-04-15
XFC-06965,1,Estándar Presencial,2026-04-15
XFC-06966,1,Estándar Presencial,2026-04-15
XFC-06967,2,Esporádico / Inactivo,2026-04-15
XFC-06968,0,Crónico Alto Valor,2026-04-15
XFC-06969,2,Esporádico / Inactivo,2026-04-15
XFC-06970,1,Estándar Presencial,2026-04-15
XFC-06971,2,Esporádico / Inactivo,2026-04-15
XFC-06972,1,Estándar Presencial,2026-04-15
XFC-06973,2,Esporádico / Inactivo,2026-04-15
XFC-06974,3,Frecuente Digital,2026-04-15
XFC-06975,4,Crónico en Riesgo,2026-04-15
XFC-06976,1,Estándar Presencial,2026-04-15
XFC-06977,1,Estándar Presencial,2026-04-15
XFC-06978,1,Estándar Presencial,2026-04-15
XFC-06979,0,Crónico Alto Valor,2026-04-15
XFC-06980,2,Esporádico / Inactivo,2026-04-15
XFC-06981,1,Estándar Presencial,2026-04-15
XFC-06982,1,Estándar Presencial,2026-04-15
XFC-06983,4,Crónico en Riesgo,2026-04-15
XFC-06984,0,Crónico Alto Valor,2026-04-15
XFC-06985,2,Esporádico / Inactivo,2026-04-15
XFC-06986,2,Esporádico / Inactivo,2026-04-15
XFC-06987,2,Esporádico / Inactivo,2026-04-15
XFC-06988,4,Crónico en Riesgo,2026-04-15
XFC-06989,1,Estándar Presencial,2026-04-15
XFC-06990,0,Crónico Alto Valor,2026-04-15
XFC-06991,1,Estándar Presencial,2026-04-15
XFC-06992,4,Crónico en Riesgo,2026-04-15
XFC-06993,1,Estándar Presencial,2026-04-15
XFC-06994,4,Crónico en Riesgo,2026-04-15
XFC-06995,4,Crónico en Riesgo,2026-04-15
XFC-06996,3,Frecuente Digital,2026-04-15
XFC-06997,1,Estándar Presencial,2026-04-15
XFC-06998,2,Esporádico / Inactivo,2026-04-15
XFC-06999,2,Esporádico / Inactivo,2026-04-15
XFC-07000,0,Crónico Alto Valor,2026-04-15
XFC-07001,3,Frecuente Digital,2026-04-15
XFC-07002,1,Estándar Presencial,2026-04-15
XFC-07003,2,Esporádico / Inactivo,2026-04-15
XFC-07004,4,Crónico en Riesgo,2026-04-15
XFC-07005,2,Esporádico / Inactivo,2026-04-15
XFC-07006,4,Crónico en Riesgo,2026-04-15
XFC-07007,4,Crónico en Riesgo,2026-04-15
XFC-07008,4,Crónico en Riesgo,2026-04-15
XFC-07009,1,Estándar Presencial,2026-04-15
XFC-07010,0,Crónico Alto Valor,2026-04-15
XFC-07011,4,Crónico en Riesgo,2026-04-15
XFC-07012,3,Frecuente Digital,2026-04-15
XFC-07013,1,Estándar Presencial,2026-04-15
XFC-07014,3,Frecuente Digital,2026-04-15
XFC-07015,4,Crónico en Riesgo,2026-04-15
XFC-07016,1,Estándar Presencial,2026-04-15
XFC-07017,1,Estándar Presencial,2026-04-15
XFC-07018,2,Esporádico / Inactivo,2026-04-15
XFC-07019,0,Crónico Alto Valor,2026-04-15
XFC-07020,2,Esporádico / Inactivo,2026-04-15
XFC-07021,1,Estándar Presencial,2026-04-15
XFC-07022,1,Estándar Presencial,2026-04-15
XFC-07023,2,Esporádico / Inactivo,2026-04-15
XFC-07024,4,Crónico en Riesgo,2026-04-15
XFC-07025,1,Estándar Presencial,2026-04-15
XFC-07026,2,Esporádico / Inactivo,2026-04-15
XFC-07027,4,Crónico en Riesgo,2026-04-15
XFC-07028,1,Estándar Presencial,2026-04-15
XFC-07029,2,Esporádico / Inactivo,2026-04-15
XFC-07030,0,Crónico Alto Valor,2026-04-15
XFC-07031,2,Esporádico / Inactivo,2026-04-15
XFC-07032,2,Esporádico / Inactivo,2026-04-15
XFC-07033,1,Estándar Presencial,2026-04-15
XFC-07034,0,Crónico Alto Valor,2026-04-15
XFC-07035,1,Estándar Presencial,2026-04-15
XFC-07036,1,Estándar Presencial,2026-04-15
XFC-07037,4,Crónico en Riesgo,2026-04-15
XFC-07038,1,Estándar Presencial,2026-04-15
XFC-07039,0,Crónico Alto Valor,2026-04-15
XFC-07040,0,Crónico Alto Valor,2026-04-15
XFC-07041,3,Frecuente Digital,2026-04-15
XFC-07042,2,Esporádico / Inactivo,2026-04-15
XFC-07043,3,Frecuente Digital,2026-04-15
XFC-07044,1,Estándar Presencial,2026-04-15
XFC-07045,2,Esporádico / Inactivo,2026-04-15
XFC-07046,4,Crónico en Riesgo,2026-04-15
XFC-07047,1,Estándar Presencial,2026-04-15
XFC-07048,4,Crónico en Riesgo,2026-04-15
XFC-07049,1,Estándar Presencial,2026-04-15
XFC-07050,1,Estándar Presencial,2026-04-15
XFC-07051,3,Frecuente Digital,2026-04-15
XFC-07052,0,Crónico Alto Valor,2026-04-15
XFC-07053,1,Estándar Presencial,2026-04-15
XFC-07054,4,Crónico en Riesgo,2026-04-15
XFC-07055,1,Estándar Presencial,2026-04-15
XFC-07056,1,Estándar Presencial,2026-04-15
XFC-07057,4,Crónico en Riesgo,2026-04-15
XFC-07058,2,Esporádico / Inactivo,2026-04-15
XFC-07059,1,Estándar Presencial,2026-04-15
XFC-07060,4,Crónico en Riesgo,2026-04-15
XFC-07061,1,Estándar Presencial,2026-04-15
XFC-07062,3,Frecuente Digital,2026-04-15
XFC-07063,3,Frecuente Digital,2026-04-15
XFC-07064,2,Esporádico / Inactivo,2026-04-15
XFC-07065,1,Estándar Presencial,2026-04-15
XFC-07066,0,Crónico Alto Valor,2026-04-15
XFC-07067,4,Crónico en Riesgo,2026-04-15
XFC-07068,1,Estándar Presencial,2026-04-15
XFC-07069,1,Estándar Presencial,2026-04-15
XFC-07070,4,Crónico en Riesgo,2026-04-15
XFC-07071,1,Estándar Presencial,2026-04-15
XFC-07072,0,Crónico Alto Valor,2026-04-15
XFC-07073,0,Crónico Alto Valor,2026-04-15
XFC-07074,1,Estándar Presencial,2026-04-15
XFC-07075,2,Esporádico / Inactivo,2026-04-15
XFC-07076,4,Crónico en Riesgo,2026-04-15
XFC-07077,1,Estándar Presencial,2026-04-15
XFC-07078,2,Esporádico / Inactivo,2026-04-15
XFC-07079,4,Crónico en Riesgo,2026-04-15
XFC-07080,1,Estándar Presencial,2026-04-15
XFC-07081,2,Esporádico / Inactivo,2026-04-15
XFC-07082,4,Crónico en Riesgo,2026-04-15
XFC-07083,3,Frecuente Digital,2026-04-15
XFC-07084,1,Estándar Presencial,2026-04-15
XFC-07085,2,Esporádico / Inactivo,2026-04-15
XFC-07086,1,Estándar Presencial,2026-04-15
XFC-07087,1,Estándar Presencial,2026-04-15
XFC-07088,0,Crónico Alto Valor,2026-04-15
XFC-07089,1,Estándar Presencial,2026-04-15
XFC-07090,3,Frecuente Digital,2026-04-15
XFC-07091,4,Crónico en Riesgo,2026-04-15
XFC-07092,3,Frecuente Digital,2026-04-15
XFC-07093,2,Esporádico / Inactivo,2026-04-15
XFC-07094,3,Frecuente Digital,2026-04-15
XFC-07095,3,Frecuente Digital,2026-04-15
XFC-07096,1,Estándar Presencial,2026-04-15
XFC-07097,1,Estándar Presencial,2026-04-15
XFC-07098,2,Esporádico / Inactivo,2026-04-15
XFC-07099,0,Crónico Alto Valor,2026-04-15
XFC-07100,2,Esporádico / Inactivo,2026-04-15
XFC-07101,1,Estándar Presencial,2026-04-15
XFC-07102,3,Frecuente Digital,2026-04-15
XFC-07103,4,Crónico en Riesgo,2026-04-15
XFC-07104,1,Estándar Presencial,2026-04-15
XFC-07105,4,Crónico en Riesgo,2026-04-15
XFC-07106,1,Estándar Presencial,2026-04-15
XFC-07107,4,Crónico en Riesgo,2026-04-15
XFC-07108,1,Estándar Presencial,2026-04-15
XFC-07109,1,Estándar Presencial,2026-04-15
XFC-07110,1,Estándar Presencial,2026-04-15
XFC-07111,2,Esporádico / Inactivo,2026-04-15
XFC-07112,1,Estándar Presencial,2026-04-15
XFC-07113,2,Esporádico / Inactivo,2026-04-15
XFC-07114,1,Estándar Presencial,2026-04-15
XFC-07115,0,Crónico Alto Valor,2026-04-15
XFC-07116,1,Estándar Presencial,2026-04-15
XFC-07117,2,Esporádico / Inactivo,2026-04-15
XFC-07118,2,Esporádico / Inactivo,2026-04-15
XFC-07119,1,Estándar Presencial,2026-04-15
XFC-07120,1,Estándar Presencial,2026-04-15
XFC-07121,1,Estándar Presencial,2026-04-15
XFC-07122,1,Estándar Presencial,2026-04-15
XFC-07123,1,Estándar Presencial,2026-04-15
XFC-07124,2,Esporádico / Inactivo,2026-04-15
XFC-07125,1,Estándar Presencial,2026-04-15
XFC-07126,2,Esporádico / Inactivo,2026-04-15
XFC-07127,2,Esporádico / Inactivo,2026-04-15
XFC-07128,1,Estándar Presencial,2026-04-15
XFC-07129,4,Crónico en Riesgo,2026-04-15
XFC-07130,2,Esporádico / Inactivo,2026-04-15
XFC-07131,1,Estándar Presencial,2026-04-15
XFC-07132,2,Esporádico / Inactivo,2026-04-15
XFC-07133,1,Estándar Presencial,2026-04-15
XFC-07134,1,Estándar Presencial,2026-04-15
XFC-07135,2,Esporádico / Inactivo,2026-04-15
XFC-07136,2,Esporádico / Inactivo,2026-04-15
XFC-07137,0,Crónico Alto Valor,2026-04-15
XFC-07138,2,Esporádico / Inactivo,2026-04-15
XFC-07139,4,Crónico en Riesgo,2026-04-15
XFC-07140,1,Estándar Presencial,2026-04-15
XFC-07141,3,Frecuente Digital,2026-04-15
XFC-07142,1,Estándar Presencial,2026-04-15
XFC-07143,0,Crónico Alto Valor,2026-04-15
XFC-07144,2,Esporádico / Inactivo,2026-04-15
XFC-07145,0,Crónico Alto Valor,2026-04-15
XFC-07146,2,Esporádico / Inactivo,2026-04-15
XFC-07147,1,Estándar Presencial,2026-04-15
XFC-07148,4,Crónico en Riesgo,2026-04-15
XFC-07149,0,Crónico Alto Valor,2026-04-15
XFC-07150,4,Crónico en Riesgo,2026-04-15
XFC-07151,1,Estándar Presencial,2026-04-15
XFC-07152,3,Frecuente Digital,2026-04-15
XFC-07153,2,Esporádico / Inactivo,2026-04-15
XFC-07154,4,Crónico en Riesgo,2026-04-15
XFC-07155,1,Estándar Presencial,2026-04-15
XFC-07156,2,Esporádico / Inactivo,2026-04-15
XFC-07157,0,Crónico Alto Valor,2026-04-15
XFC-07158,0,Crónico Alto Valor,2026-04-15
XFC-07159,0,Crónico Alto Valor,2026-04-15
XFC-07160,1,Estándar Presencial,2026-04-15
XFC-07161,2,Esporádico / Inactivo,2026-04-15
XFC-07162,2,Esporádico / Inactivo,2026-04-15
XFC-07163,4,Crónico en Riesgo,2026-04-15
XFC-07164,0,Crónico Alto Valor,2026-04-15
XFC-07165,0,Crónico Alto Valor,2026-04-15
XFC-07166,0,Crónico Alto Valor,2026-04-15
XFC-07167,2,Esporádico / Inactivo,2026-04-15
XFC-07168,1,Estándar Presencial,2026-04-15
XFC-07169,2,Esporádico / Inactivo,2026-04-15
XFC-07170,2,Esporádico / Inactivo,2026-04-15
XFC-07171,4,Crónico en Riesgo,2026-04-15
XFC-07172,0,Crónico Alto Valor,2026-04-15
XFC-07173,4,Crónico en Riesgo,2026-04-15
XFC-07174,4,Crónico en Riesgo,2026-04-15
XFC-07175,2,Esporádico / Inactivo,2026-04-15
XFC-07176,2,Esporádico / Inactivo,2026-04-15
XFC-07177,1,Estándar Presencial,2026-04-15
XFC-07178,3,Frecuente Digital,2026-04-15
XFC-07179,3,Frecuente Digital,2026-04-15
XFC-07180,2,Esporádico / Inactivo,2026-04-15
XFC-07181,2,Esporádico / Inactivo,2026-04-15
XFC-07182,2,Esporádico / Inactivo,2026-04-15
XFC-07183,1,Estándar Presencial,2026-04-15
XFC-07184,2,Esporádico / Inactivo,2026-04-15
XFC-07185,0,Crónico Alto Valor,2026-04-15
XFC-07186,2,Esporádico / Inactivo,2026-04-15
XFC-07187,2,Esporádico / Inactivo,2026-04-15
XFC-07188,4,Crónico en Riesgo,2026-04-15
XFC-07189,1,Estándar Presencial,2026-04-15
XFC-07190,2,Esporádico / Inactivo,2026-04-15
XFC-07191,0,Crónico Alto Valor,2026-04-15
XFC-07192,1,Estándar Presencial,2026-04-15
XFC-07193,4,Crónico en Riesgo,2026-04-15
XFC-07194,1,Estándar Presencial,2026-04-15
XFC-07195,0,Crónico Alto Valor,2026-04-15
XFC-07196,2,Esporádico / Inactivo,2026-04-15
XFC-07197,2,Esporádico / Inactivo,2026-04-15
XFC-07198,2,Esporádico / Inactivo,2026-04-15
XFC-07199,1,Estándar Presencial,2026-04-15
XFC-07200,2,Esporádico / Inactivo,2026-04-15
XFC-07201,1,Estándar Presencial,2026-04-15
XFC-07202,1,Estándar Presencial,2026-04-15
XFC-07203,1,Estándar Presencial,2026-04-15
XFC-07204,1,Estándar Presencial,2026-04-15
XFC-07205,3,Frecuente Digital,2026-04-15
XFC-07206,1,Estándar Presencial,2026-04-15
XFC-07207,2,Esporádico / Inactivo,2026-04-15
XFC-07208,4,Crónico en Riesgo,2026-04-15
XFC-07209,0,Crónico Alto Valor,2026-04-15
XFC-07210,3,Frecuente Digital,2026-04-15
XFC-07211,2,Esporádico / Inactivo,2026-04-15
XFC-07212,1,Estándar Presencial,2026-04-15
XFC-07213,1,Estándar Presencial,2026-04-15
XFC-07214,0,Crónico Alto Valor,2026-04-15
XFC-07215,3,Frecuente Digital,2026-04-15
XFC-07216,2,Esporádico / Inactivo,2026-04-15
XFC-07217,0,Crónico Alto Valor,2026-04-15
XFC-07218,2,Esporádico / Inactivo,2026-04-15
XFC-07219,1,Estándar Presencial,2026-04-15
XFC-07220,0,Crónico Alto Valor,2026-04-15
XFC-07221,4,Crónico en Riesgo,2026-04-15
XFC-07222,3,Frecuente Digital,2026-04-15
XFC-07223,4,Crónico en Riesgo,2026-04-15
XFC-07224,4,Crónico en Riesgo,2026-04-15
XFC-07225,0,Crónico Alto Valor,2026-04-15
XFC-07226,4,Crónico en Riesgo,2026-04-15
XFC-07227,2,Esporádico / Inactivo,2026-04-15
XFC-07228,2,Esporádico / Inactivo,2026-04-15
XFC-07229,2,Esporádico / Inactivo,2026-04-15
XFC-07230,1,Estándar Presencial,2026-04-15
XFC-07231,4,Crónico en Riesgo,2026-04-15
