customer_id,score_margen,score_ingreso,score_frecuencia,score_programa,score_adherencia,indice_priorizacion,categoria_valor,clv_24m,fecha_calculo
XFC-07253,0.03,0.07,7.75,0,50.0,16.18,Valor Bajo,0.0,2026-04-15
XFC-07254,0.23,0.0,0.0,0,50.0,15.06,Valor Bajo,0.0,2026-04-15
XFC-07255,0.15,0.17,2.38,100,50.0,25.43,Valor Bajo,0.0,2026-04-15
XFC-07256,21.26,19.15,42.75,0,86.32,41.45,Valor Medio,4323.0,2026-04-15
XFC-07257,27.32,30.14,20.12,0,65.1,35.41,Valor Medio,1088.0,2026-04-15
XFC-07258,34.25,35.48,17.12,25,80.99,45.02,Valor Medio,2897.0,2026-04-15
XFC-07259,0.77,0.69,2.75,0,50.0,15.74,Valor Bajo,0.0,2026-04-15
XFC-07260,7.45,6.31,12.75,75,50.0,27.54,Valor Bajo,0.0,2026-04-15
XFC-07261,4.51,3.97,4.25,0,50.0,17.56,Valor Bajo,0.0,2026-04-15
XFC-07262,3.08,2.42,6.62,25,50.0,19.75,Valor Bajo,0.0,2026-04-15
XFC-07263,4.01,3.42,4.88,25,50.0,19.92,Valor Bajo,0.0,2026-04-15
XFC-07264,41.49,42.82,24.38,0,64.28,41.88,Valor Medio,1289.0,2026-04-15
XFC-07265,0.65,0.55,25.0,25,50.0,21.52,Valor Bajo,0.0,2026-04-15
XFC-07266,0.06,0.09,0.62,75,50.0,22.63,Valor Bajo,0.0,2026-04-15
XFC-07267,60.11,66.72,39.62,0,65.05,53.83,Valor Medio,1989.0,2026-04-15
XFC-07268,0.77,0.7,3.5,0,50.0,15.86,Valor Bajo,0.0,2026-04-15
XFC-07269,2.68,0.0,0.0,0,0.0,0.67,En Riesgo,180.0,2026-04-15
XFC-07270,1.05,0.92,2.0,25,50.0,18.25,Valor Bajo,0.0,2026-04-15
XFC-07271,0.13,0.0,0.0,75,50.0,22.53,Valor Bajo,0.0,2026-04-15
XFC-07272,19.57,18.45,11.5,50,75.5,37.96,Valor Medio,1236.0,2026-04-15
XFC-07273,5.04,4.26,13.25,25,50.0,21.6,Valor Bajo,0.0,2026-04-15
XFC-07274,2.48,0.0,0.0,100,0.0,10.62,En Riesgo,167.0,2026-04-15
XFC-07275,1.93,1.57,2.75,75,50.0,23.71,Valor Bajo,0.0,2026-04-15
XFC-07276,0.42,0.37,2.88,50,50.0,20.61,Valor Bajo,0.0,2026-04-15
XFC-07277,4.46,2.04,3.88,25,80.38,28.72,Valor Bajo,811.0,2026-04-15
XFC-07278,0.48,0.41,23.5,25,50.0,21.23,Valor Bajo,0.0,2026-04-15
XFC-07279,28.82,26.25,36.62,25,85.74,46.17,Valor Medio,8711.0,2026-04-15
XFC-07280,8.13,7.31,24.75,50,75.57,34.88,Valor Bajo,1152.0,2026-04-15
XFC-07281,0.45,0.0,0.0,25,50.0,17.61,Valor Bajo,0.0,2026-04-15
XFC-07282,31.59,29.17,23.75,0,86.47,43.24,Valor Medio,3867.0,2026-04-15
XFC-07283,0.39,0.44,2.88,0,50.0,15.62,Valor Bajo,0.0,2026-04-15
XFC-07284,0.91,0.83,4.5,50,50.0,21.07,Valor Bajo,0.0,2026-04-15
XFC-07285,6.47,4.26,11.88,0,50.0,19.25,Valor Bajo,0.0,2026-04-15
XFC-07286,0.44,0.42,1.62,75,50.0,22.94,Valor Bajo,0.0,2026-04-15
XFC-07287,5.32,4.98,7.12,100,50.0,28.39,Valor Bajo,0.0,2026-04-15
XFC-07288,6.14,0.0,0.0,25,0.0,4.04,En Riesgo,408.0,2026-04-15
XFC-07289,27.9,35.43,18.12,25,65.7,38.99,Valor Medio,1255.0,2026-04-15
XFC-07290,1.49,0.0,0.0,100,0.0,10.37,En Riesgo,102.0,2026-04-15
XFC-07291,0.1,0.12,0.62,0,50.0,15.14,Valor Bajo,0.0,2026-04-15
XFC-07292,0.49,0.44,2.75,0,50.0,15.62,Valor Bajo,0.0,2026-04-15
XFC-07293,2.16,1.87,2.62,0,50.0,16.31,Valor Bajo,0.0,2026-04-15
XFC-07294,0.74,0.66,4.5,0,50.0,15.99,Valor Bajo,0.0,2026-04-15
XFC-07295,23.31,19.91,43.12,25,83.05,43.69,Valor Medio,4615.0,2026-04-15
XFC-07296,5.93,4.69,7.88,100,50.0,28.6,Valor Bajo,0.0,2026-04-15
XFC-07297,5.74,4.68,8.5,0,50.0,18.65,Valor Bajo,0.0,2026-04-15
XFC-07298,0.09,0.11,1.12,0,50.0,15.21,Valor Bajo,0.0,2026-04-15
XFC-07299,0.07,0.1,0.88,0,50.0,15.17,Valor Bajo,0.0,2026-04-15
XFC-07300,8.63,6.88,15.0,0,50.0,20.78,Valor Bajo,0.0,2026-04-15
XFC-07301,8.8,7.58,23.38,25,63.26,28.7,Valor Bajo,831.0,2026-04-15
XFC-07302,37.77,38.11,39.0,50,84.18,53.17,Valor Medio,8526.0,2026-04-15
XFC-07303,0.94,0.77,1.38,0,50.0,15.6,Valor Bajo,0.0,2026-04-15
XFC-07304,14.65,12.4,34.75,75,71.53,40.31,Valor Medio,1652.0,2026-04-15
XFC-07305,0.79,0.7,8.12,0,50.0,16.56,Valor Bajo,0.0,2026-04-15
XFC-07306,0.06,0.09,1.5,0,50.0,15.26,Valor Bajo,0.0,2026-04-15
XFC-07307,3.16,2.58,9.88,0,50.0,17.79,Valor Bajo,0.0,2026-04-15
XFC-07308,0.59,0.0,0.0,0,50.0,15.15,Valor Bajo,0.0,2026-04-15
XFC-07309,33.43,30.22,26.0,25,72.95,42.69,Valor Medio,2005.0,2026-04-15
XFC-07310,9.2,11.52,17.25,25,74.85,32.15,Valor Bajo,1363.0,2026-04-15
XFC-07311,5.98,5.34,14.62,0,50.0,19.76,Valor Bajo,0.0,2026-04-15
XFC-07312,37.71,42.07,29.88,50,77.36,50.53,Valor Medio,2681.0,2026-04-15
XFC-07313,1.07,0.92,2.25,0,50.0,15.79,Valor Bajo,0.0,2026-04-15
XFC-07314,8.1,6.77,12.88,0,50.0,20.31,Valor Bajo,0.0,2026-04-15
XFC-07315,1.92,1.38,3.88,0,50.0,16.34,Valor Bajo,0.0,2026-04-15
XFC-07316,10.76,9.91,25.62,0,93.27,36.5,Valor Medio,3584.0,2026-04-15
XFC-07317,0.27,0.25,1.88,25,50.0,17.9,Valor Bajo,0.0,2026-04-15
XFC-07318,2.27,1.95,1.12,0,50.0,16.13,Valor Bajo,0.0,2026-04-15
XFC-07319,10.13,10.67,10.0,50,80.67,35.37,Valor Medio,1064.0,2026-04-15
XFC-07320,11.0,8.44,11.5,0,50.0,21.16,Valor Bajo,0.0,2026-04-15
XFC-07321,2.8,0.0,0.0,25,0.0,3.2,En Riesgo,188.0,2026-04-15
XFC-07322,4.04,3.34,5.62,0,50.0,17.52,Valor Bajo,0.0,2026-04-15
XFC-07323,1.26,1.05,4.38,0,50.0,16.18,Valor Bajo,0.0,2026-04-15
XFC-07324,0.43,0.0,0.0,0,50.0,15.11,Valor Bajo,0.0,2026-04-15
XFC-07325,9.32,6.64,15.88,75,50.0,28.54,Valor Bajo,0.0,2026-04-15
XFC-07326,0.19,0.18,1.38,25,50.0,17.79,Valor Bajo,0.0,2026-04-15
XFC-07327,9.88,8.22,17.38,0,67.42,26.95,Valor Bajo,574.0,2026-04-15
XFC-07328,0.19,0.19,3.88,0,50.0,15.67,Valor Bajo,0.0,2026-04-15
XFC-07329,1.28,1.07,2.5,0,50.0,15.91,Valor Bajo,0.0,2026-04-15
XFC-07330,29.29,33.63,23.25,25,74.73,42.46,Valor Medio,1575.0,2026-04-15
XFC-07331,48.46,55.17,37.62,25,77.32,54.49,Valor Medio,3436.0,2026-04-15
XFC-07332,0.99,0.0,0.0,100,50.0,25.25,Valor Bajo,0.0,2026-04-15
XFC-07333,2.21,1.94,5.38,0,50.0,16.75,Valor Bajo,0.0,2026-04-15
XFC-07334,0.58,0.28,2.0,0,50.0,15.5,Valor Bajo,0.0,2026-04-15
XFC-07335,0.22,0.24,12.5,50,50.0,21.98,Valor Bajo,0.0,2026-04-15
XFC-07336,39.25,44.28,25.5,50,83.34,52.5,Valor Medio,3207.0,2026-04-15
XFC-07337,0.36,0.31,3.0,0,50.0,15.6,Valor Bajo,0.0,2026-04-15
XFC-07338,58.59,50.43,41.62,75,69.4,59.3,Alto Valor,2337.0,2026-04-15
XFC-07339,0.19,0.0,0.0,0,50.0,15.05,Valor Bajo,0.0,2026-04-15
XFC-07340,3.33,2.47,35.38,50,42.75,24.46,Valor Bajo,352.0,2026-04-15
XFC-07341,2.14,1.32,4.12,50,50.0,21.42,Valor Bajo,0.0,2026-04-15
XFC-07342,35.83,39.85,41.62,0,73.33,45.17,Valor Medio,3581.0,2026-04-15
XFC-07343,3.56,1.61,3.25,0,50.0,16.7,Valor Bajo,0.0,2026-04-15
XFC-07344,0.87,0.76,2.12,0,50.0,15.69,Valor Bajo,0.0,2026-04-15
XFC-07345,43.78,37.64,34.75,25,83.47,51.23,Valor Medio,4097.0,2026-04-15
XFC-07346,0.57,0.15,0.5,0,50.0,15.25,Valor Bajo,0.0,2026-04-15
XFC-07347,10.98,7.5,20.25,25,50.0,24.78,Valor Bajo,0.0,2026-04-15
XFC-07348,24.5,21.91,25.5,0,75.68,37.04,Valor Medio,1727.0,2026-04-15
XFC-07349,1.81,1.75,2.38,0,50.0,16.16,Valor Bajo,0.0,2026-04-15
XFC-07350,0.35,0.32,1.62,0,50.0,15.39,Valor Bajo,0.0,2026-04-15
XFC-07351,1.44,0.0,0.0,0,50.0,15.36,Valor Bajo,0.0,2026-04-15
XFC-07352,0.08,0.1,2.0,25,50.0,17.84,Valor Bajo,0.0,2026-04-15
XFC-07353,0.14,0.15,3.12,0,50.0,15.53,Valor Bajo,0.0,2026-04-15
XFC-07354,0.84,0.83,1.38,25,50.0,18.08,Valor Bajo,0.0,2026-04-15
XFC-07355,1.05,0.97,2.12,0,50.0,15.77,Valor Bajo,0.0,2026-04-15
XFC-07356,14.9,15.03,11.38,25,83.25,35.91,Valor Medio,1511.0,2026-04-15
XFC-07357,1.57,1.31,2.25,0,50.0,15.99,Valor Bajo,0.0,2026-04-15
XFC-07358,0.59,0.64,0.62,25,50.0,17.87,Valor Bajo,0.0,2026-04-15
XFC-07359,0.09,0.11,1.0,0,50.0,15.19,Valor Bajo,0.0,2026-04-15
XFC-07360,0.61,0.57,17.88,25,50.0,20.45,Valor Bajo,0.0,2026-04-15
XFC-07361,3.32,1.79,9.62,0,50.0,17.63,Valor Bajo,0.0,2026-04-15
XFC-07362,11.67,8.92,15.38,50,72.46,33.75,Valor Bajo,628.0,2026-04-15
XFC-07363,0.23,0.0,0.0,50,50.0,20.06,Valor Bajo,0.0,2026-04-15
XFC-07364,1.0,0.81,1.88,0,50.0,15.69,Valor Bajo,0.0,2026-04-15
XFC-07365,0.03,0.0,0.0,25,50.0,17.51,Valor Bajo,0.0,2026-04-15
XFC-07366,0.08,0.1,1.0,0,50.0,15.19,Valor Bajo,0.0,2026-04-15
XFC-07367,7.45,6.77,19.38,100,79.05,39.84,Valor Medio,1039.0,2026-04-15
XFC-07368,4.28,3.59,5.75,0,50.0,17.65,Valor Bajo,0.0,2026-04-15
XFC-07369,35.08,28.14,37.0,50,85.04,50.46,Valor Medio,6542.0,2026-04-15
XFC-07370,44.45,41.61,30.12,25,86.6,52.43,Valor Medio,5797.0,2026-04-15
XFC-07371,3.72,3.22,5.12,0,50.0,17.34,Valor Bajo,0.0,2026-04-15
XFC-07372,0.71,0.63,4.88,0,50.0,16.04,Valor Bajo,0.0,2026-04-15
XFC-07373,0.71,0.64,6.88,0,50.0,16.34,Valor Bajo,0.0,2026-04-15
XFC-07374,9.91,8.49,16.12,25,86.35,35.0,Valor Bajo,1844.0,2026-04-15
XFC-07375,6.06,4.99,8.75,0,50.0,18.83,Valor Bajo,0.0,2026-04-15
XFC-07376,16.57,16.8,33.0,75,93.36,47.96,Valor Medio,11347.0,2026-04-15
XFC-07377,7.51,6.16,9.5,0,50.0,19.53,Valor Bajo,0.0,2026-04-15
XFC-07378,2.09,0.0,0.0,0,0.0,0.52,En Riesgo,141.0,2026-04-15
XFC-07379,0.69,0.0,0.0,25,50.0,17.67,Valor Bajo,0.0,2026-04-15
XFC-07380,3.08,2.51,6.38,50,50.0,22.23,Valor Bajo,0.0,2026-04-15
XFC-07381,16.38,15.08,31.87,25,55.62,31.08,Valor Bajo,1026.0,2026-04-15
XFC-07382,0.43,0.37,25.0,0,50.0,18.93,Valor Bajo,0.0,2026-04-15
XFC-07383,8.55,7.27,15.62,50,50.0,25.93,Valor Bajo,0.0,2026-04-15
XFC-07384,15.13,14.02,32.12,0,60.73,29.62,Valor Bajo,820.0,2026-04-15
XFC-07385,20.28,17.55,23.62,25,83.18,39.58,Valor Medio,1900.0,2026-04-15
XFC-07386,9.47,6.49,28.0,25,83.9,35.54,Valor Medio,2384.0,2026-04-15
XFC-07387,10.03,8.16,13.5,0,50.0,21.16,Valor Bajo,0.0,2026-04-15
XFC-07388,0.21,0.22,1.25,0,50.0,15.28,Valor Bajo,0.0,2026-04-15
XFC-07389,4.68,3.24,11.0,0,50.0,18.47,Valor Bajo,0.0,2026-04-15
XFC-07390,2.01,0.0,0.0,50,0.0,5.5,En Riesgo,136.0,2026-04-15
XFC-07391,2.77,2.37,3.38,0,50.0,16.67,Valor Bajo,0.0,2026-04-15
XFC-07392,0.16,0.0,0.0,0,50.0,15.04,Valor Bajo,0.0,2026-04-15
XFC-07393,3.37,2.89,5.5,0,50.0,17.25,Valor Bajo,0.0,2026-04-15
XFC-07394,0.79,0.8,1.88,0,50.0,15.64,Valor Bajo,0.0,2026-04-15
XFC-07395,0.03,0.0,0.0,0,50.0,15.01,Valor Bajo,0.0,2026-04-15
XFC-07396,1.15,0.94,4.0,0,50.0,16.08,Valor Bajo,0.0,2026-04-15
XFC-07397,1.87,0.0,0.0,25,0.0,2.97,En Riesgo,127.0,2026-04-15
XFC-07398,9.02,8.69,16.75,50,83.87,36.67,Valor Medio,1608.0,2026-04-15
XFC-07399,1.48,1.4,2.0,0,50.0,15.95,Valor Bajo,0.0,2026-04-15
XFC-07400,2.72,1.25,3.88,0,50.0,16.51,Valor Bajo,0.0,2026-04-15
XFC-07401,17.54,16.62,35.5,0,78.95,36.72,Valor Medio,1841.0,2026-04-15
XFC-07402,10.11,9.46,11.25,0,71.64,27.6,Valor Bajo,705.0,2026-04-15
XFC-07403,5.34,3.96,5.62,25,50.0,20.47,Valor Bajo,0.0,2026-04-15
XFC-07404,0.38,0.36,1.0,0,50.0,15.32,Valor Bajo,0.0,2026-04-15
XFC-07405,36.27,36.58,42.5,25,74.48,47.6,Valor Medio,3578.0,2026-04-15
XFC-07406,0.19,0.0,0.0,0,50.0,15.05,Valor Bajo,0.0,2026-04-15
XFC-07407,1.07,0.7,2.12,0,50.0,15.73,Valor Bajo,0.0,2026-04-15
XFC-07408,1.79,1.64,1.62,0,50.0,16.02,Valor Bajo,0.0,2026-04-15
XFC-07409,0.18,0.19,1.88,100,50.0,25.36,Valor Bajo,0.0,2026-04-15
XFC-07410,2.83,2.37,4.5,0,50.0,16.86,Valor Bajo,0.0,2026-04-15
XFC-07411,1.22,1.02,4.0,0,50.0,16.11,Valor Bajo,0.0,2026-04-15
XFC-07412,20.94,17.86,30.88,0,62.92,32.32,Valor Bajo,915.0,2026-04-15
XFC-07413,0.24,0.23,1.88,50,50.0,20.39,Valor Bajo,0.0,2026-04-15
XFC-07414,2.35,1.63,9.25,50,50.0,22.3,Valor Bajo,0.0,2026-04-15
XFC-07415,2.07,1.75,87.5,0,94.3,42.28,Valor Medio,14490.0,2026-04-15
XFC-07416,9.95,8.38,13.0,0,50.0,21.11,Valor Bajo,0.0,2026-04-15
XFC-07417,3.76,2.47,3.38,0,50.0,16.94,Valor Bajo,0.0,2026-04-15
XFC-07418,23.21,16.48,36.12,0,74.75,36.94,Valor Medio,2009.0,2026-04-15
XFC-07419,22.06,20.23,9.62,50,82.81,40.85,Valor Medio,1849.0,2026-04-15
XFC-07420,3.1,2.67,6.62,0,50.0,17.3,Valor Bajo,0.0,2026-04-15
XFC-07421,46.8,50.0,30.88,25,73.53,50.89,Valor Medio,2607.0,2026-04-15
XFC-07422,20.89,22.97,14.25,25,78.78,38.09,Valor Medio,1485.0,2026-04-15
XFC-07423,2.21,1.9,5.25,50,50.0,21.72,Valor Bajo,0.0,2026-04-15
XFC-07424,45.51,52.48,27.25,50,77.03,54.07,Valor Medio,2886.0,2026-04-15
XFC-07425,0.83,0.71,1.88,25,50.0,18.13,Valor Bajo,0.0,2026-04-15
XFC-07426,0.11,0.14,1.62,50,50.0,20.3,Valor Bajo,0.0,2026-04-15
XFC-07427,0.64,0.55,3.75,0,50.0,15.83,Valor Bajo,0.0,2026-04-15
XFC-07428,8.41,7.52,18.62,75,71.43,35.33,Valor Medio,609.0,2026-04-15
XFC-07429,57.23,52.49,42.75,50,80.52,60.37,Alto Valor,4250.0,2026-04-15
XFC-07430,1.07,0.85,2.5,0,50.0,15.81,Valor Bajo,0.0,2026-04-15
XFC-07431,0.24,0.0,0.0,0,50.0,15.06,Valor Bajo,0.0,2026-04-15
XFC-07432,9.91,9.89,28.0,50,85.87,39.42,Valor Medio,4652.0,2026-04-15
XFC-07433,14.04,9.47,15.12,0,90.22,34.74,Valor Bajo,2346.0,2026-04-15
XFC-07434,0.47,0.43,3.5,50,50.0,20.73,Valor Bajo,0.0,2026-04-15
XFC-07435,25.74,24.06,36.0,0,73.06,38.56,Valor Medio,2912.0,2026-04-15
XFC-07436,31.05,36.9,21.75,0,57.32,35.6,Valor Medio,850.0,2026-04-15
XFC-07437,10.05,5.73,23.12,0,65.65,26.82,Valor Bajo,832.0,2026-04-15
XFC-07438,26.7,23.27,31.87,0,97.17,45.26,Valor Medio,28455.0,2026-04-15
XFC-07439,7.7,5.75,13.25,0,50.0,20.06,Valor Bajo,0.0,2026-04-15
XFC-07440,33.23,32.63,32.5,50,82.89,49.58,Valor Medio,3409.0,2026-04-15
XFC-07441,4.47,3.9,13.5,0,50.0,18.92,Valor Bajo,0.0,2026-04-15
XFC-07442,1.04,0.17,2.5,0,50.0,15.67,Valor Bajo,0.0,2026-04-15
XFC-07443,0.07,0.09,0.62,0,50.0,15.13,Valor Bajo,0.0,2026-04-15
XFC-07444,1.17,0.0,0.0,50,50.0,20.29,Valor Bajo,0.0,2026-04-15
XFC-07445,1.37,1.2,2.88,25,50.0,18.51,Valor Bajo,0.0,2026-04-15
XFC-07446,8.47,6.69,16.38,50,50.0,25.91,Valor Bajo,0.0,2026-04-15
XFC-07447,1.82,1.61,2.38,75,50.0,23.63,Valor Bajo,0.0,2026-04-15
XFC-07448,16.68,14.28,14.37,0,82.67,33.98,Valor Bajo,1394.0,2026-04-15
XFC-07449,8.91,7.22,13.12,25,50.0,23.14,Valor Bajo,0.0,2026-04-15
XFC-07450,0.09,0.1,0.88,75,50.0,22.67,Valor Bajo,0.0,2026-04-15
XFC-07451,0.42,0.39,1.5,0,50.0,15.41,Valor Bajo,0.0,2026-04-15
XFC-07452,3.1,2.09,4.0,100,50.0,26.79,Valor Bajo,0.0,2026-04-15
XFC-07453,7.09,5.55,8.5,25,50.0,21.66,Valor Bajo,0.0,2026-04-15
XFC-07454,23.29,19.88,24.25,25,60.39,34.05,Valor Bajo,747.0,2026-04-15
XFC-07455,0.04,0.08,1.25,0,50.0,15.21,Valor Bajo,0.0,2026-04-15
XFC-07456,2.4,0.0,0.0,75,0.0,8.1,En Riesgo,162.0,2026-04-15
XFC-07457,1.16,1.0,3.38,0,50.0,16.0,Valor Bajo,0.0,2026-04-15
XFC-07458,1.69,0.76,2.75,0,50.0,15.99,Valor Bajo,0.0,2026-04-15
XFC-07459,77.04,90.24,48.0,100,63.76,73.64,Alto Valor,2335.0,2026-04-15
XFC-07460,1.55,1.39,2.62,0,50.0,16.06,Valor Bajo,0.0,2026-04-15
XFC-07461,0.23,0.0,0.0,0,50.0,15.06,Valor Bajo,0.0,2026-04-15
XFC-07462,7.77,6.61,14.62,0,50.0,20.46,Valor Bajo,0.0,2026-04-15
XFC-07463,10.34,8.99,13.38,0,82.98,31.28,Valor Bajo,1790.0,2026-04-15
XFC-07464,25.04,18.46,34.5,0,84.38,40.44,Valor Medio,6106.0,2026-04-15
XFC-07465,4.14,3.42,21.75,0,50.0,19.98,Valor Bajo,0.0,2026-04-15
XFC-07466,0.11,0.12,0.5,25,50.0,17.63,Valor Bajo,0.0,2026-04-15
XFC-07467,0.04,0.07,12.5,50,50.0,21.9,Valor Bajo,0.0,2026-04-15
XFC-07468,17.69,13.05,40.0,0,89.23,39.8,Valor Medio,4986.0,2026-04-15
XFC-07469,2.4,2.09,4.62,50,50.0,21.71,Valor Bajo,0.0,2026-04-15
XFC-07470,0.48,0.46,2.75,0,50.0,15.62,Valor Bajo,0.0,2026-04-15
XFC-07471,18.46,14.2,37.88,50,74.11,40.37,Valor Medio,1815.0,2026-04-15
XFC-07472,2.54,1.7,5.88,0,50.0,16.86,Valor Bajo,0.0,2026-04-15
XFC-07473,5.06,3.07,9.25,0,50.0,18.27,Valor Bajo,0.0,2026-04-15
XFC-07474,0.04,0.08,0.88,25,50.0,17.66,Valor Bajo,0.0,2026-04-15
XFC-07475,0.22,0.0,0.0,0,50.0,15.06,Valor Bajo,0.0,2026-04-15
XFC-07476,0.06,0.0,0.0,0,50.0,15.02,Valor Bajo,0.0,2026-04-15
XFC-07477,0.75,0.76,1.0,0,50.0,15.49,Valor Bajo,0.0,2026-04-15
XFC-07478,59.86,71.74,40.62,100,84.0,70.61,Alto Valor,5633.0,2026-04-15
XFC-07479,18.6,16.02,31.87,0,83.32,37.63,Valor Medio,3911.0,2026-04-15
XFC-07480,11.08,8.47,41.38,25,91.35,40.58,Valor Medio,7303.0,2026-04-15
XFC-07481,26.35,23.87,26.5,0,94.23,43.61,Valor Medio,5565.0,2026-04-15
XFC-07482,9.45,7.56,9.88,0,50.0,20.36,Valor Bajo,0.0,2026-04-15
XFC-07483,23.67,21.07,30.12,50,85.66,45.35,Valor Medio,2407.0,2026-04-15
XFC-07484,4.11,2.22,53.0,75,43.3,29.91,Valor Bajo,661.0,2026-04-15
XFC-07485,1.67,0.88,7.12,0,50.0,16.66,Valor Bajo,0.0,2026-04-15
XFC-07486,29.47,30.15,18.75,0,88.45,42.74,Valor Medio,4607.0,2026-04-15
XFC-07487,30.02,28.91,33.0,75,86.59,51.71,Valor Medio,6183.0,2026-04-15
XFC-07488,0.88,0.81,1.62,0,50.0,15.62,Valor Bajo,0.0,2026-04-15
XFC-07489,10.29,0.0,0.0,50,0.0,7.57,En Riesgo,681.0,2026-04-15
XFC-07490,5.09,0.0,0.0,75,0.0,8.77,En Riesgo,339.0,2026-04-15
XFC-07491,3.73,2.8,3.62,0,50.0,17.04,Valor Bajo,0.0,2026-04-15
XFC-07492,17.9,16.63,19.0,25,78.07,36.57,Valor Medio,2214.0,2026-04-15
XFC-07493,3.72,0.0,0.0,25,0.0,3.43,En Riesgo,248.0,2026-04-15
XFC-07494,26.81,29.05,16.25,0,69.12,35.69,Valor Medio,1466.0,2026-04-15
XFC-07495,2.05,1.75,4.62,0,50.0,16.56,Valor Bajo,0.0,2026-04-15
XFC-07496,0.57,0.55,6.12,100,50.0,26.17,Valor Bajo,0.0,2026-04-15
XFC-07497,0.35,0.34,4.75,0,50.0,15.87,Valor Bajo,0.0,2026-04-15
XFC-07498,2.21,1.86,4.38,0,50.0,16.58,Valor Bajo,0.0,2026-04-15
XFC-07499,8.24,7.02,10.5,0,50.0,20.04,Valor Bajo,0.0,2026-04-15
XFC-07500,1.6,1.39,3.62,0,50.0,16.22,Valor Bajo,0.0,2026-04-15
XFC-07501,1.19,1.0,1.38,0,50.0,15.7,Valor Bajo,0.0,2026-04-15
XFC-07502,20.92,17.04,25.12,25,76.66,37.9,Valor Medio,1416.0,2026-04-15
XFC-07503,0.34,0.32,1.62,0,50.0,15.39,Valor Bajo,0.0,2026-04-15
XFC-07504,13.06,12.47,9.38,0,82.8,32.01,Valor Bajo,1111.0,2026-04-15
XFC-07505,9.81,8.59,24.62,0,74.1,30.09,Valor Bajo,972.0,2026-04-15
XFC-07506,18.88,16.5,25.0,25,64.15,33.52,Valor Bajo,705.0,2026-04-15
XFC-07507,0.7,0.18,0.75,75,50.0,22.82,Valor Bajo,0.0,2026-04-15
XFC-07508,0.52,0.44,6.25,0,50.0,16.16,Valor Bajo,0.0,2026-04-15
XFC-07509,0.39,0.36,2.75,75,50.0,23.08,Valor Bajo,0.0,2026-04-15
XFC-07510,18.41,12.71,22.88,50,88.6,42.16,Valor Medio,8130.0,2026-04-15
XFC-07511,13.43,11.32,17.38,0,79.03,31.94,Valor Bajo,1006.0,2026-04-15
XFC-07512,1.64,1.51,1.25,0,50.0,15.9,Valor Bajo,0.0,2026-04-15
XFC-07513,16.03,13.31,32.25,25,69.85,34.96,Valor Bajo,1187.0,2026-04-15
XFC-07514,24.5,16.98,27.88,0,78.77,37.33,Valor Medio,3050.0,2026-04-15
XFC-07515,23.25,24.24,33.12,50,78.7,44.24,Valor Medio,2771.0,2026-04-15
XFC-07516,31.37,24.32,35.38,0,79.59,41.89,Valor Medio,2378.0,2026-04-15
XFC-07517,21.9,20.53,21.12,100,78.55,46.31,Valor Medio,1493.0,2026-04-15
XFC-07518,30.49,27.74,27.88,25,82.16,44.5,Valor Medio,2486.0,2026-04-15
XFC-07519,0.03,0.0,0.0,0,50.0,15.01,Valor Bajo,0.0,2026-04-15
XFC-07520,2.69,2.27,6.0,0,50.0,17.03,Valor Bajo,0.0,2026-04-15
XFC-07521,2.44,1.12,43.25,50,86.2,38.18,Valor Medio,4916.0,2026-04-15
XFC-07522,0.6,0.5,0.88,0,50.0,15.38,Valor Bajo,0.0,2026-04-15
XFC-07523,0.98,0.87,1.62,0,50.0,15.66,Valor Bajo,0.0,2026-04-15
XFC-07524,35.15,41.04,20.62,25,90.47,49.73,Valor Medio,5132.0,2026-04-15
XFC-07525,19.06,16.87,24.75,25,89.0,41.05,Valor Medio,3072.0,2026-04-15
XFC-07526,6.12,4.77,10.62,50,50.0,24.08,Valor Bajo,0.0,2026-04-15
XFC-07527,0.8,0.66,1.75,0,50.0,15.59,Valor Bajo,0.0,2026-04-15
XFC-07528,5.81,5.7,100.0,100,93.6,55.67,Alto Valor,37297.0,2026-04-15
XFC-07529,0.06,0.0,0.0,0,50.0,15.02,Valor Bajo,0.0,2026-04-15
XFC-07530,0.54,0.0,0.0,0,50.0,15.14,Valor Bajo,0.0,2026-04-15
XFC-07531,2.12,0.93,5.38,0,50.0,16.52,Valor Bajo,0.0,2026-04-15
XFC-07532,9.66,6.63,20.25,0,59.8,24.72,Valor Bajo,570.0,2026-04-15
XFC-07533,0.26,0.27,4.75,0,50.0,15.83,Valor Bajo,0.0,2026-04-15
XFC-07534,5.85,5.02,6.88,0,50.0,18.5,Valor Bajo,0.0,2026-04-15
XFC-07535,0.11,0.0,0.0,0,50.0,15.03,Valor Bajo,0.0,2026-04-15
XFC-07536,0.11,0.12,1.5,0,50.0,15.28,Valor Bajo,0.0,2026-04-15
XFC-07537,1.33,1.22,2.75,0,50.0,15.99,Valor Bajo,0.0,2026-04-15
XFC-07538,2.34,2.39,2.38,50,77.09,29.55,Valor Bajo,179.0,2026-04-15
XFC-07539,31.06,25.34,38.12,0,88.65,45.15,Valor Medio,6840.0,2026-04-15
XFC-07540,27.23,25.37,30.5,25,80.73,43.18,Valor Medio,1977.0,2026-04-15
XFC-07541,6.3,4.81,14.37,0,50.0,19.69,Valor Bajo,0.0,2026-04-15
XFC-07542,2.76,2.38,6.5,0,50.0,17.14,Valor Bajo,0.0,2026-04-15
